"genes"	"modules"
"EPHA5"	"M1"
"EPHA5-AS1"	"M3"
"EPHA6"	"M23"
"EPHA7"	"M1"
"EPHA8"	"M1"
"EPHB1"	"M12"
"EPHB2"	"M10"
"EPHB3"	"M1"
"EPHB4"	"M4"
"EPHB6"	"M1"
"EPHX1"	"M1"
"EPHX2"	"M4"
"EPHX3"	"M1"
"EPHX4"	"M21"
"EPM2AIP1"	"M8"
"EPN1"	"M18"
"EPN2"	"M7"
"EPN2-AS1"	"M2"
"EPN3"	"M2"
"EPOP"	"M4"
"EPOR"	"M1"
"EPPIN"	"M6"
"EPPK1"	"M1"
"EPRS1"	"M8"
"EPS15"	"M17"
"EPS15P1"	"M3"
"EPS8"	"M8"
"EPS8L1"	"M1"
"EPS8L2"	"M1"
"EPSTI1"	"M26"
"EQTN"	"M1"
"ERAL1"	"M10"
"ERAP1"	"M3"
"ERAP2"	"M1"
"ERBB2"	"M9"
"ERBB3"	"M1"
"ERBB4"	"M1"
"ERBIN"	"M2"
"ERC1"	"M2"
"ERC2"	"M4"
"ERC2-IT1"	"M4"
"ERCC1"	"M6"
"ERCC2"	"M15"
"EREG"	"M2"
"ERF"	"M9"
"ERFE"	"M6"
"ERFL"	"M1"
"ERG"	"M3"
"ERGIC1"	"M10"
"ERGIC2"	"M2"
"ERGIC3"	"M4"
"ERH"	"M7"
"ERHP1"	"M1"
"ERI1"	"M25"
"ERI3"	"M5"
"ERI3-IT1"	"M12"
"ERICD"	"M22"
"ERICH1"	"M16"
"ERICH2"	"M1"
"ERICH3"	"M4"
"ERICH3-AS1"	"M3"
"ERICH5"	"M17"
"ERICH6"	"M1"
"ERICH6B"	"M6"
"ERLIN1"	"M1"
"ERMAP"	"M20"
"ERMN"	"M1"
"ERN2"	"M1"
"ERO1A"	"M7"
"ERO1B"	"M21"
"ERP27"	"M10"
"ERP29"	"M6"
"ERV3-1"	"M1"
"ERVE-1"	"M7"
"ERVFRD-1"	"M19"
"ERVFRD-3"	"M13"
"ERVH-1"	"M3"
"ERVH48-1"	"M19"
"ERVK-28"	"M1"
"ERVK3-1"	"M22"
"ERVMER34-1"	"M19"
"ERVV-1"	"M19"
"ERVV-2"	"M19"
"ERVW-1"	"M3"
"ESAM"	"M15"
"ESCO1"	"M2"
"ESCO2"	"M9"
"ESD"	"M8"
"ESF1"	"M2"
"ESPL1"	"M9"
"ESPN"	"M20"
"ESPNP"	"M1"
"ESR1"	"M1"
"ESR2"	"M1"
"ESRG"	"M4"
"ESRP1"	"M19"
"ESRP2"	"M19"
"ESRRA"	"M5"
"ESRRAP2"	"M2"
"ESRRB"	"M32"
"ESRRG"	"M32"
"ESS2"	"M5"
"ESYT1"	"M1"
"ESYT2"	"M21"
"ESYT3"	"M1"
"ETAA1"	"M8"
"ETF1P2"	"M2"
"ETFA"	"M7"
"ETFB"	"M13"
"ETFBKMT"	"M10"
"ETFDH"	"M3"
"ETFRF1"	"M2"
"ETHE1"	"M4"
"ETNK1"	"M7"
"ETNK2"	"M1"
"ETNPPL"	"M1"
"ETS1"	"M1"
"ETS2"	"M1"
"ETV1"	"M2"
"ETV2"	"M29"
"ETV3L"	"M1"
"ETV4"	"M3"
"ETV5"	"M1"
"ETV6"	"M10"
"ETV7"	"M4"
"EVA1A"	"M19"
"EVA1A-AS"	"M2"
"EVA1B"	"M13"
"EVA1C"	"M9"
"EVC"	"M11"
"EVC2"	"M9"
"EVI2A"	"M30"
"EVI2B"	"M2"
"EVI5L"	"M22"
"EVL"	"M7"
"EVPL"	"M2"
"EVX1"	"M31"
"EVX1-AS"	"M31"
"EVX2"	"M1"
"EWSAT1"	"M1"
"EWSR1"	"M6"
"EXD1"	"M2"
"EXD3"	"M5"
"EXO1"	"M9"
"EXOC3-AS1"	"M10"
"EXOC3L1"	"M13"
"EXOC3L4"	"M24"
"EXOC4"	"M8"
"EXOC5"	"M8"
"EXOC6"	"M2"
"EXOC7"	"M6"
"EXOSC1"	"M1"
"EXOSC2"	"M4"
"EXOSC3P1"	"M1"
"EXOSC4"	"M5"
"EXOSC5"	"M4"
"EXOSC7"	"M3"
"EXOSC8"	"M7"
"EXOSC9"	"M8"
"EXPH5"	"M32"
"EXTL1"	"M10"
"EXTL3"	"M1"
"EXTL3-AS1"	"M3"
"EYA1"	"M1"
"EYA2"	"M1"
"EYA3"	"M10"
"EYA4"	"M1"
"EYS"	"M14"
"EZH1"	"M11"
"EZH2"	"M1"
"EZR"	"M9"
"F10"	"M20"
"F10-AS1"	"M3"
"F11"	"M20"
"F11-AS1"	"M2"
"F11R"	"M1"
"F12"	"M13"
"F13A1"	"M19"
"F13B"	"M20"
"F2"	"M20"
"F2R"	"M1"
"F2RL1"	"M4"
"F2RL3"	"M2"
"F3"	"M1"
"F5"	"M19"
"F7"	"M1"
"FA2H"	"M1"
"FAAH"	"M13"
"FAAHP1"	"M1"
"FAAP100"	"M5"
"FAAP20"	"M5"
"FAAP24"	"M17"
"FABP1"	"M20"
"FABP2"	"M3"
"FABP3"	"M21"
"FABP5"	"M1"
"FABP5P7"	"M2"
"FABP5P9"	"M4"
"FABP6"	"M2"
"FABP6-AS1"	"M3"
"FABP7"	"M8"
"FABP7P1"	"M1"
"FADD"	"M3"
"FADS1"	"M1"
"FADS2"	"M6"
"FADS3"	"M25"
"FADS6"	"M11"
"FAH"	"M1"
"FAHD1"	"M7"
"FAHD2CP"	"M5"
"FAIM"	"M12"
"FAIM2"	"M25"
"FALEC"	"M1"
"FAM102A"	"M8"
"FAM102B"	"M16"
"FAM104A"	"M8"
"FAM106A"	"M2"
"FAM107A"	"M1"
"FAM107B"	"M8"
"FAM110A"	"M5"
"FAM110B"	"M4"
"FAM110C"	"M1"
"FAM110D"	"M3"
"FAM111A"	"M1"
"FAM111A-DT"	"M1"
"FAM111B"	"M11"
"FAM114A1"	"M9"
"FAM117A"	"M20"
"FAM117B"	"M1"
"FAM118A"	"M23"
"FAM120A"	"M10"
"FAM124A"	"M1"
"FAM124B"	"M11"
"FAM126A"	"M1"
"FAM131A"	"M5"
"FAM131B"	"M14"
"FAM131B-AS1"	"M2"
"FAM131C"	"M13"
"FAM133B"	"M11"
"FAM133CP"	"M14"
"FAM135A"	"M8"
"FAM135B"	"M4"
"FAM138A"	"M2"
"FAM138C"	"M2"
"FAM138D"	"M2"
"FAM13A"	"M1"
"FAM13A-AS1"	"M1"
"FAM13C"	"M1"
"FAM149A"	"M11"
"FAM153A"	"M1"
"FAM153B"	"M1"
"FAM153CP"	"M3"
"FAM155A"	"M23"
"FAM155A-IT1"	"M4"
"FAM157B"	"M5"
"FAM157C"	"M2"
"FAM160A1"	"M1"
"FAM160A2"	"M5"
"FAM160B2"	"M7"
"FAM162A"	"M2"
"FAM162B"	"M1"
"FAM163A"	"M1"
"FAM163B"	"M21"
"FAM166B"	"M1"
"FAM166C"	"M33"
"FAM167A"	"M1"
"FAM167A-AS1"	"M1"
"FAM167B"	"M2"
"FAM168A"	"M22"
"FAM168B"	"M14"
"FAM169A"	"M16"
"FAM171A1"	"M1"
"FAM171A2"	"M14"
"FAM171B"	"M8"
"FAM172A"	"M2"
"FAM174A"	"M16"
"FAM174B"	"M4"
"FAM174C"	"M14"
"FAM177A1"	"M17"
"FAM178B"	"M2"
"FAM180A"	"M4"
"FAM180B"	"M24"
"FAM181A"	"M13"
"FAM181A-AS1"	"M1"
"FAM181B"	"M3"
"FAM182A"	"M7"
"FAM182B"	"M1"
"FAM183A"	"M33"
"FAM184A"	"M17"
"FAM184B"	"M2"
"FAM185A"	"M17"
"FAM185BP"	"M12"
"FAM186A"	"M15"
"FAM187A"	"M1"
"FAM189A1"	"M9"
"FAM189A2"	"M1"
"FAM189B"	"M5"
"FAM192BP"	"M3"
"FAM193A"	"M10"
"FAM193B"	"M10"
"FAM193B-DT"	"M9"
"FAM198B-AS1"	"M1"
"FAM200A"	"M8"
"FAM200B"	"M8"
"FAM201A"	"M11"
"FAM201B"	"M5"
"FAM204A"	"M16"
"FAM204BP"	"M4"
"FAM207A"	"M5"
"FAM20A"	"M7"
"FAM20C"	"M5"
"FAM210B"	"M1"
"FAM214B"	"M14"
"FAM215A"	"M1"
"FAM215B"	"M1"
"FAM216A"	"M16"
"FAM216B"	"M33"
"FAM217B"	"M1"
"FAM218A"	"M12"
"FAM219A"	"M6"
"FAM219B"	"M3"
"FAM21EP"	"M1"
"FAM220A"	"M7"
"FAM221B"	"M24"
"FAM222A"	"M1"
"FAM222B"	"M10"
"FAM225B"	"M2"
"FAM227A"	"M1"
"FAM227B"	"M4"
"FAM228A"	"M3"
"FAM228B"	"M3"
"FAM229A"	"M10"
"FAM229B"	"M1"
"FAM230B"	"M1"
"FAM230C"	"M11"
"FAM230G"	"M3"
"FAM230H"	"M3"
"FAM230I"	"M1"
"FAM230J"	"M3"
"FAM234A"	"M2"
"FAM234B"	"M15"
"FAM237A"	"M1"
"FAM238A"	"M1"
"FAM238B"	"M1"
"FAM241A"	"M6"
"FAM241B"	"M13"
"FAM242A"	"M6"
"FAM242C"	"M31"
"FAM242F"	"M1"
"FAM27B"	"M2"
"FAM27C"	"M2"
"FAM27E3"	"M2"
"FAM30A"	"Not.Correlated"
"FAM32A"	"M14"
"FAM3B"	"M19"
"FAM3C"	"M12"
"FAM41C"	"M1"
"FAM43A"	"M1"
"FAM43B"	"M1"
"FAM47E"	"M4"
"FAM47E-STBD1"	"M1"
"FAM50B"	"M15"
"FAM53A"	"M5"
"FAM53B"	"M11"
"FAM53C"	"M14"
"FAM66A"	"M1"
"FAM66B"	"M2"
"FAM66C"	"M1"
"FAM66D"	"M2"
"FAM66E"	"M1"
"FAM71D"	"M1"
"FAM71E1"	"M13"
"FAM71F1"	"M1"
"FAM71F2"	"M12"
"FAM72A"	"M11"
"FAM72B"	"M1"
"FAM72C"	"M9"
"FAM72D"	"M1"
"FAM74A4"	"M33"
"FAM74A6"	"M1"
"FAM76B"	"M8"
"FAM78A"	"M10"
"FAM78B"	"M25"
"FAM78B-AS1"	"M24"
"FAM81A"	"M8"
"FAM81B"	"M33"
"FAM83A"	"M6"
"FAM83B"	"M1"
"FAM83C"	"M3"
"FAM83D"	"M9"
"FAM83E"	"M2"
"FAM83F"	"M2"
"FAM83G"	"M1"
"FAM83H"	"M5"
"FAM85B"	"M1"
"FAM86B1"	"M8"
"FAM86B3P"	"M18"
"FAM86C1P"	"M6"
"FAM86C2P"	"M1"
"FAM86DP"	"M6"
"FAM86EP"	"M1"
"FAM86JP"	"M9"
"FAM86MP"	"M7"
"FAM87A"	"M11"
"FAM89A"	"M1"
"FAM89B"	"M1"
"FAM8A1"	"M16"
"FAM90A1"	"M4"
"FAM91A3P"	"M1"
"FAM95B1"	"M8"
"FAM98B"	"M7"
"FAM98C"	"M2"
"FAN1"	"M10"
"FANCA"	"M23"
"FANCC"	"M10"
"FANCD2"	"M23"
"FANCD2OS"	"M1"
"FANCE"	"M3"
"FANCF"	"M7"
"FANCG"	"M3"
"FANCI"	"M9"
"FANCL"	"M7"
"FANCM"	"M7"
"FANK1"	"M33"
"FAP"	"M26"
"FAR1"	"M5"
"FAR1-IT1"	"M3"
"FAR2"	"M23"
"FAR2P1"	"M1"
"FAR2P2"	"M1"
"FAR2P3"	"M1"
"FAR2P4"	"M8"
"FARSA"	"M6"
"FAS"	"M1"
"FASLG"	"M1"
"FASN"	"M18"
"FASTK"	"M5"
"FASTKD1"	"M7"
"FASTKD2"	"M16"
"FASTKD3"	"M7"
"FAT1"	"M1"
"FAT2"	"M32"
"FAT3"	"M1"
"FAT4"	"M1"
"FAU"	"M4"
"FAXDC2"	"M1"
"FBF1"	"M1"
"FBL"	"M1"
"FBLIM1"	"M13"
"FBLL1"	"M13"
"FBLN1"	"M1"
"FBLN2"	"M19"
"FBLN5"	"M1"
"FBLN7"	"M8"
"FBN1"	"M1"
"FBN2"	"M9"
"FBN3"	"M5"
"FBP1"	"M20"
"FBRS"	"M12"
"FBRSL1"	"M18"
"FBXL12"	"M5"
"FBXL13"	"M1"
"FBXL14"	"M6"
"FBXL15"	"M13"
"FBXL16"	"M1"
"FBXL17"	"M16"
"FBXL19"	"M13"
"FBXL19-AS1"	"M23"
"FBXL21P"	"M1"
"FBXL22"	"M11"
"FBXL3"	"M8"
"FBXL5"	"M7"
"FBXL6"	"M5"
"FBXL7"	"M10"
"FBXL8"	"M2"
"FBXO10"	"M1"
"FBXO11"	"M11"
"FBXO15"	"M6"
"FBXO16"	"M3"
"FBXO17"	"M1"
"FBXO2"	"M13"
"FBXO24"	"M24"
"FBXO27"	"M1"
"FBXO28"	"M8"
"FBXO30"	"M16"
"FBXO30-DT"	"M3"
"FBXO31"	"M6"
"FBXO32"	"M1"
"FBXO33"	"M7"
"FBXO36-IT1"	"M7"
"FBXO4"	"M16"
"FBXO40"	"M6"
"FBXO41"	"M13"
"FBXO43"	"M9"
"FBXO44"	"M15"
"FBXO45"	"M12"
"FBXO46"	"M11"
"FBXO5"	"M9"
"FBXO6"	"M4"
"FBXO8"	"M7"
"FBXW10"	"M24"
"FBXW4"	"M22"
"FBXW4P1"	"M12"
"FBXW5"	"M5"
"FBXW7"	"M21"
"FBXW9"	"M13"
"FCAR"	"M6"
"FCER1G"	"M26"
"FCF1"	"M11"
"FCF1P1"	"M29"
"FCGBP"	"M1"
"FCGR1A"	"M30"
"FCGR1B"	"M2"
"FCGR1CP"	"M30"
"FCGR2A"	"M30"
"FCGR2B"	"M19"
"FCGR2C"	"M19"
"FCGR3A"	"M30"
"FCGRT"	"M3"
"FCHO1"	"M7"
"FCHO2"	"M11"
"FCHSD1"	"M2"
"FCN1"	"M3"
"FCRL1"	"M3"
"FCRL2"	"M6"
"FCRL3"	"M3"
"FCRL4"	"M1"
"FCRL5"	"M6"
"FCRLA"	"M1"
"FCRLB"	"M1"
"FCSK"	"M17"
"FDFT1"	"M1"
"FDPS"	"M4"
"FDPSP4"	"M7"
"FDX1"	"M7"
"FDX1P2"	"M1"
"FDX2"	"M13"
"FDXACB1"	"M7"
"FDXR"	"M5"
"FECH"	"M1"
"FEM1A"	"M3"
"FEM1C"	"M8"
"FEN1"	"M1"
"FENDRR"	"M1"
"FER"	"M2"
"FER1L4"	"M2"
"FER1L6"	"M1"
"FER1L6-AS1"	"M1"
"FER1L6-AS2"	"M1"
"FERD3L"	"M1"
"FERMT1"	"M1"
"FERMT2"	"M2"
"FERMT3"	"M5"
"FES"	"M1"
"FEV"	"M1"
"FEZF1"	"M1"
"FEZF1-AS1"	"M1"
"FEZF2"	"M1"
"FFAR2"	"M1"
"FFAR4"	"M2"
"FGA"	"M20"
"FGB"	"M20"
"FGD2"	"M2"
"FGD3"	"M3"
"FGD4"	"M2"
"FGD5"	"M1"
"FGD5-AS1"	"M7"
"FGD5P1"	"M8"
"FGD6"	"M1"
"FGF1"	"M1"
"FGF10"	"M1"
"FGF10-AS1"	"M1"
"FGF11"	"M25"
"FGF12"	"M23"
"FGF14"	"M1"
"FGF14-AS2"	"M7"
"FGF14-IT1"	"M1"
"FGF17"	"M9"
"FGF18"	"M9"
"FGF19"	"M32"
"FGF2"	"M11"
"FGF20"	"M1"
"FGF22"	"M5"
"FGF23"	"M11"
"FGF3"	"M32"
"FGF5"	"M32"
"FGF7"	"M1"
"FGF7P3"	"M17"
"FGF7P4"	"M1"
"FGF7P5"	"M2"
"FGF7P6"	"M1"
"FGF7P8"	"M17"
"FGF8"	"M2"
"FGF9"	"M9"
"FGFBP3"	"M1"
"FGFR1"	"M2"
"FGFR1OP2"	"M12"
"FGFR2"	"M1"
"FGFR3"	"M21"
"FGFR4"	"M2"
"FGFRL1"	"M10"
"FGG"	"M20"
"FGGY-DT"	"M6"
"FGL1"	"M20"
"FGL2"	"M32"
"FGR"	"M26"
"FH"	"M16"
"FHAD1"	"M1"
"FHAD1-AS1"	"M2"
"FHDC1"	"M1"
"FHIT"	"M1"
"FHL2"	"M4"
"FHL3"	"M15"
"FHL5"	"M32"
"FHOD1"	"M1"
"FHOD3"	"M11"
"FIBCD1"	"M1"
"FIBIN"	"M1"
"FIBP"	"M4"
"FICD"	"M6"
"FIG4"	"M10"
"FIGN"	"M1"
"FIGNL1"	"M1"
"FIGNL2"	"M1"
"FIGNL2-DT"	"M1"
"FILIP1"	"M11"
"FILIP1L"	"M3"
"FIP1L1"	"M2"
"FIS1"	"M3"
"FITM2"	"M13"
"FIZ1"	"M6"
"FJX1"	"M3"
"FKBP10"	"M9"
"FKBP11"	"M7"
"FKBP14"	"M9"
"FKBP14-AS1"	"M2"
"FKBP1B"	"M13"
"FKBP1BP1"	"M1"
"FKBP2"	"M22"
"FKBP3"	"M12"
"FKBP4"	"M1"
"FKBP4P1"	"M4"
"FKBP5"	"M11"
"FKBP7"	"M8"
"FKBP8"	"M14"
"FKBP9"	"M2"
"FKBP9P1"	"M2"
"FKBPL"	"M4"
"FKRP"	"M2"
"FLACC1"	"M3"
"FLAD1"	"M4"
"FLCN"	"M3"
"FLG-AS1"	"M1"
"FLG2"	"M3"
"FLI1"	"M3"
"FLII"	"M10"
"FLNB"	"M12"
"FLNC"	"M32"
"FLOT1"	"M6"
"FLOT2"	"M5"
"FLRT1"	"M18"
"FLRT2"	"M1"
"FLRT3"	"M1"
"FLT1"	"M19"
"FLT3"	"M1"
"FLT3LG"	"M2"
"FLT4"	"M5"
"FLVCR1-DT"	"M1"
"FLVCR2"	"M1"
"FLYWCH1"	"M3"
"FLYWCH2"	"M13"
"FMC1"	"M3"
"FMC1-LUC7L2"	"M2"
"FMN1"	"M3"
"FMN2"	"M5"
"FMNL1"	"M12"
"FMNL1-DT"	"M1"
"FMNL2"	"M11"
"FMO1"	"M1"
"FMO2"	"M1"
"FMO3"	"M2"
"FMO4"	"M1"
"FMO5"	"M4"
"FMO6P"	"M3"
"FMO8P"	"M1"
"FMO9P"	"M4"
"FMOD"	"M19"
"FN1"	"M19"
"FN3K"	"M7"
"FNBP1"	"M3"
"FNBP1L"	"M2"
"FNBP1P1"	"M2"
"FNDC1"	"M9"
"FNDC10"	"M25"
"FNDC11"	"M5"
"FNDC3B"	"M3"
"FNDC4"	"M15"
"FNDC5"	"M1"
"FNDC7"	"M32"
"FNDC9"	"M1"
"FOCAD"	"M2"
"FOLH1"	"M15"
"FOLR1"	"M19"
"FOLR2"	"M30"
"FOS"	"M1"
"FOSB"	"M1"
"FOSL1"	"M3"
"FOSL1P1"	"M7"
"FOSL2"	"M1"
"FOXA1"	"M1"
"FOXA2"	"M1"
"FOXB1"	"M11"
"FOXB2"	"M31"
"FOXC1"	"M1"
"FOXD1"	"M1"
"FOXD2"	"M1"
"FOXD3"	"M31"
"FOXD3-AS1"	"M31"
"FOXD4"	"M1"
"FOXD4L1"	"M13"
"FOXD4L3"	"M1"
"FOXD4L4"	"M1"
"FOXD4L5"	"M1"
"FOXD4L6"	"M1"
"FOXF1"	"M19"
"FOXF2"	"M1"
"FOXG1"	"M1"
"FOXG1-AS1"	"M1"
"FOXI3"	"M19"
"FOXJ1"	"M1"
"FOXJ2"	"M11"
"FOXJ3"	"M11"
"FOXK1"	"M3"
"FOXK2"	"M10"
"FOXL1"	"M1"
"FOXM1"	"M1"
"FOXN2"	"M11"
"FOXN3"	"M16"
"FOXN4"	"M1"
"FOXO1"	"M1"
"FOXO3"	"M8"
"FOXO3B"	"M1"
"FOXO6"	"M11"
"FOXO6-AS1"	"M2"
"FOXP1"	"M10"
"FOXP1-AS1"	"M24"
"FOXP1-IT1"	"M1"
"FOXP2"	"M1"
"FOXP4"	"M1"
"FOXQ1"	"M4"
"FOXRED1"	"M2"
"FOXRED2"	"M15"
"FOXS1"	"M15"
"FPGS"	"M5"
"FPGT"	"M7"
"FPGT-TNNI3K"	"M1"
"FPR1"	"M2"
"FPR2"	"M3"
"FPR3"	"M20"
"FRA10AC1"	"M7"
"FRAS1"	"M1"
"FRAT1"	"M13"
"FRAT2"	"M4"
"FREM1"	"M1"
"FREM2"	"M1"
"FREM3"	"M1"
"FRG1"	"M2"
"FRG1-DT"	"M4"
"FRG1BP"	"M2"
"FRG1JP"	"M1"
"FRG2C"	"M1"
"FRK"	"M6"
"FRMD1"	"M2"
"FRMD3"	"M21"
"FRMD4A"	"M3"
"FRMD4B"	"M1"
"FRMD6"	"M9"
"FRMD8"	"M5"
"FRMPD1"	"M1"
"FRMPD2"	"M1"
"FRMPD2B"	"M1"
"FRRS1"	"M3"
"FRRS1L"	"M16"
"FRS3"	"M15"
"FRY"	"M25"
"FRY-AS1"	"M1"
"FRZB"	"M1"
"FSBP"	"M1"
"FSCB"	"M1"
"FSCN1"	"M5"
"FSCN2"	"M10"
"FSCN3"	"M3"
"FSD1"	"M13"
"FSD1L"	"M8"
"FSD2"	"M14"
"FSIP1"	"M1"
"FSIP2"	"M4"
"FSIP2-AS1"	"M10"
"FSIP2-AS2"	"M1"
"FST"	"M3"
"FSTL1"	"M9"
"FSTL3"	"M19"
"FSTL4"	"M1"
"FSTL5"	"M1"
"FTCD"	"M2"
"FTCDNL1"	"M1"
"FTH1"	"M24"
"FTH1P10"	"M10"
"FTH1P16"	"M10"
"FTH1P3"	"M3"
"FTL"	"M4"
"FTLP10"	"M3"
"FTLP6"	"M1"
"FTO"	"M22"
"FTSJ3"	"M6"
"FUBP1"	"M8"
"FUCA1"	"M16"
"FUNDC2P3"	"M1"
"FUOM"	"M5"
"FURIN"	"M1"
"FUS"	"M16"
"FUT1"	"M1"
"FUT10"	"M3"
"FUT11"	"M16"
"FUT2"	"M6"
"FUT3"	"M3"
"FUT4"	"M3"
"FUT6"	"M2"
"FUT8-AS1"	"M1"
"FUT9"	"M2"
"FUZ"	"M4"
"FXN"	"M1"
"FXR1"	"M13"
"FXYD1"	"M22"
"FXYD2"	"M1"
"FXYD3"	"M19"
"FXYD5"	"M11"
"FXYD6"	"M6"
"FXYD7"	"M1"
"FYB1"	"M30"
"FYB2"	"M4"
"FYCO1"	"M1"
"FYTTD1"	"M2"
"FYTTD1P1"	"M1"
"FZD1"	"M1"
"FZD10"	"M1"
"FZD10-AS1"	"M1"
"FZD2"	"M1"
"FZD3"	"M7"
"FZD4"	"M1"
"FZD4-DT"	"M21"
"FZD5"	"M1"
"FZD6"	"M1"
"FZD7"	"M4"
"FZD8"	"M9"
"FZD9"	"M13"
"FZR1"	"M10"
"G0S2"	"M1"
"G2E3"	"M1"
"G2E3-AS1"	"M3"
"G3BP1"	"M1"
"G6PC1"	"M20"
"G6PC2"	"M2"
"G6PC3"	"M15"
"GAA"	"M5"
"GAB1"	"M10"
"GAB2"	"M11"
"GABARAP"	"M1"
"GABARAPL1"	"M1"
"GABARAPL2"	"M16"
"GABBR1"	"M7"
"GABBR2"	"M25"
"GABPA"	"M8"
"GABPB1-AS1"	"M2"
"GABPB2"	"M1"
"GABRA1"	"M1"
"GABRA2"	"M23"
"GABRA4"	"M21"
"GABRA5"	"M22"
"GABRA6"	"M1"
"GABRB1"	"M9"
"GABRB2"	"M23"
"GABRD"	"M3"
"GABRG1"	"M1"
"GABRG2"	"M1"
"GABRG3"	"M1"
"GABRP"	"M3"
"GABRR1"	"M1"
"GABRR2"	"M2"
"GABRR3"	"M6"
"GAD1"	"M1"
"GAD2"	"M1"
"GADD45A"	"M1"
"GADD45B"	"M1"
"GADD45G"	"M4"
"GADD45GIP1"	"M14"
"GADL1"	"M1"
"GAK"	"M12"
"GAL"	"M1"
"GAL3ST1"	"M1"
"GAL3ST3"	"M10"
"GAL3ST4"	"M1"
"GALE"	"M3"
"GALK1"	"M5"
"GALM"	"M9"
"GALNS"	"M12"
"GALNT1"	"M8"
"GALNT10"	"M21"
"GALNT12"	"M1"
"GALNT13"	"M1"
"GALNT14"	"M1"
"GALNT15"	"M32"
"GALNT16"	"M8"
"GALNT17"	"M1"
"GALNT18"	"M1"
"GALNT2"	"M3"
"GALNT3"	"M1"
"GALNT4"	"M9"
"GALNT5"	"M3"
"GALNT6"	"M1"
"GALNT7"	"M1"
"GALNT9"	"M13"
"GALNTL5"	"M2"
"GALNTL6"	"M1"
"GALP"	"M1"
"GALR1"	"M1"
"GALT"	"M13"
"GAMT"	"M3"
"GAN"	"M1"
"GAP43"	"M25"
"GAPDH"	"M14"
"GAPDHP27"	"M1"
"GAPDHP32"	"M1"
"GAPDHP33"	"M7"
"GAPDHP43"	"M7"
"GAPDHP62"	"M12"
"GAPDHP66"	"M1"
"GAPDHP69"	"M1"
"GAPLINC"	"M6"
"GAPT"	"M3"
"GAR1"	"M1"
"GAR1-DT"	"M16"
"GAREM1"	"M11"
"GAREM2"	"M6"
"GARRE1"	"M3"
"GARS1"	"M2"
"GARS1-DT"	"M3"
"GART"	"M1"
"GAS1"	"M9"
"GAS1RR"	"M1"
"GAS2"	"M1"
"GAS2L1"	"M18"
"GAS2L1P2"	"M1"
"GAS2L2"	"M1"
"GAS2L3"	"M1"
"GAS5"	"M7"
"GAS5-AS1"	"M2"
"GAS6"	"M2"
"GAS6-DT"	"M1"
"GAS7"	"M11"
"GAS8"	"M7"
"GASAL1"	"M3"
"GASK1A"	"M2"
"GASK1B"	"M1"
"GATA2"	"M1"
"GATA2-AS1"	"M1"
"GATA3"	"M1"
"GATA3-AS1"	"M1"
"GATA4"	"M19"
"GATA6"	"M19"
"GATAD2A"	"M18"
"GATAD2B"	"M11"
"GATB"	"M6"
"GATD1"	"M5"
"GATD3A"	"M3"
"GATD3B"	"M3"
"GATM"	"M1"
"GBA"	"M10"
"GBA2"	"M2"
"GBA3"	"M1"
"GBAP1"	"M7"
"GBE1"	"M1"
"GBGT1"	"M2"
"GBP1"	"M19"
"GBP1P1"	"M14"
"GBP2"	"M26"
"GBP3"	"M2"
"GBP4"	"M6"
"GBP5"	"M3"
"GBX1"	"M1"
"GBX2"	"M1"
"GC"	"M20"
"GCA"	"M7"
"GCAT"	"M5"
"GCATP1"	"M5"
"GCC1"	"M4"
"GCDH"	"M5"
"GCFC2"	"M9"
"GCG"	"M1"
"GCH1"	"M1"
"GCHFR"	"M13"
"GCK"	"M25"
"GCLC"	"M1"
"GCLM"	"M7"
"GCM1"	"M19"
"GCN1"	"M10"
"GCNT1"	"M11"
"GCNT1P1"	"M1"
"GCNT1P2"	"M1"
"GCNT1P3"	"M9"
"GCNT2"	"M1"
"GCNT2P1"	"M1"
"GCNT3"	"M1"
"GCNT4"	"M1"
"GCOM1"	"M3"
"GCOM2"	"M3"
"GCSAML"	"M14"
"GCSH"	"M12"
"GCSHP3"	"M3"
"GCSHP5"	"M2"
"GCSIR"	"M6"
"GDA"	"M21"
"GDAP1L1"	"M14"
"GDE1"	"M3"
"GDF1"	"M15"
"GDF10"	"M32"
"GDF11"	"M1"
"GDF15"	"M19"
"GDF5"	"M5"
"GDF5-AS1"	"M2"
"GDF6"	"M1"
"GDF7"	"M20"
"GDF9"	"M1"
"GDI2"	"M8"
"GDNF"	"M4"
"GDNF-AS1"	"M1"
"GDPD1"	"M16"
"GDPD3"	"M5"
"GDPD5"	"M18"
"GDPGP1"	"M2"
"GEM"	"M1"
"GEMIN4"	"M5"
"GEMIN6"	"M4"
"GEMIN7"	"M3"
"GEN1"	"M9"
"GET1"	"M10"
"GET3"	"M14"
"GET4"	"M5"
"GFAP"	"M25"
"GFER"	"M14"
"GFI1B"	"M20"
"GFOD2"	"M6"
"GFPT2"	"M1"
"GFRA1"	"M1"
"GFRA2"	"M1"
"GFRA3"	"M20"
"GFRAL"	"M6"
"GFUS"	"M14"
"GFY"	"M10"
"GGA1"	"M18"
"GGA3"	"M10"
"GGACT"	"M1"
"GGCT"	"M7"
"GGCX"	"M3"
"GGH"	"M7"
"GGN"	"M22"
"GGNBP1"	"M15"
"GGPS1"	"M2"
"GGT1"	"M17"
"GGT2"	"M2"
"GGT3P"	"Not.Correlated"
